BreachedEntity;State;PublishedDate;BreachType;BreachCategory;RecorsReported;Source;URL
SeaSpine Orthopedics Corporation;CA;4/29/2019;Electronic;Medical/Healthcare;Unknown;www.marylandattorneygeneral.gov;#http://www.marylandattorneygeneral.gov/ID%20Theft%20Breach%20Notices/2019/itu-311739.pdf#
Darwin's Natural Pet Products;WA;6/7/2019;Electronic;Business;19,523;oag.ca.gov;#https://oag.ca.gov/system/files/Darwin’s%20Natural%20Pet%20Products%20-%20Notice%20of%20Data%20Event%20-
California Natural Products (CNP);CA;6/7/2019;Electronic;Business;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/CNP%20-%20Notice%20Letter%20%5BCA%5D_0.pdf#
BioReference Laboratories subsidiary of Opko Health Inc. (service provider American Medical Collection Agency);FL;6/6/2019;Electronic;Medical/Healthcare;422,600;www.reuters.com;#https://www.reuters.com/article/us-opko-health-cyber/opko-health-says-over-400000-customers-likely-affected-by-data
Perceptics, LLC;TN;5/13/2019;Electronic;Business;Unknown;www.theregister.co.uk;#https://www.theregister.co.uk/2019/05/23/perceptics_hacked_license_plate_recognition/#
LabCorp. (service provider American Medical Collection Agency) - no credit card or bank account information;NC;6/4/2019;Electronic;Medical/Healthcare;7,700,000;www.sec.gov;#https://www.sec.gov/Archives/edgar/data/920148/000119312519165091/d757830d8k.htm#
University of Chicago Medicine;IL;6/3/2019;Electronic;Medical/Healthcare;Unknown;www.uchicagomedicine.org;#https://www.uchicagomedicine.org/forefront/news/2019/june/statement-on-data-vulnerability#
Penn Medicine (reported on 5/21/2019);PA;5/21/2019;Electronic;Medical/Healthcare;917;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Town of Weare;NH;6/3/2019;Electronic;Government/Military;Unknown;www.weare.nh.gov;#https://www.weare.nh.gov/sites/wearenh/files/news/town_of_weare_-_website_notice_of_data_security_incident.pdf#
William Lyon Homes;CA;5/31/2019;Electronic;Business;397;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/06/03/william-lyon-homes-sbn-to-consumers/#
Sage Advisors LLC;WA;5/9/2019;Electronic;Banking/Credit/Financial;1,026;www.atg.wa.gov;#https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SageAdvisorsLLC
Service Linen Supply - Personnel and Accounting systems;WA;5/21/2019;Electronic;Business;1,210;www.atg.wa.gov;#https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ServiceLinenSupp
West Hartford Public Schools (Total Registration LLC);CT;5/15/2019;Electronic;Education;Unknown;www.courant.com;#https://www.courant.com/community/west-hartford/hc-news-west-hatford-test-registration-data-breach-20190515-mrlc
Maranatha Village Inc.;MO;5/24/2019;Electronic;Medical/Healthcare;520;www.mvlife.org;#https://www.mvlife.org/notice.html#
Health Quest - Health Quest Medical Practice, Health Quest Urgent Care and Hudson Valley Newborn Physician Services;NY;5/31/2019;Electronic;Medical/Healthcare;28,910;patients.healthquest.org;#https://patients.healthquest.org/notice-of-privacy-incident-2/#
Quest Diagnostics (service provider American Medical Collection Agency);NJ;6/3/2019;Electronic;Medical/Healthcare;11,900,000;newsroom.questdiagnostics.com;#http://newsroom.questdiagnostics.com/AMCADataSecurityIncident#
Drury Hotels;MO;5/24/2019;Electronic;Business;109,000;ide.myidcare.com;#https://ide.myidcare.com/druryhotels/#
Historical Emporium Inc.;CA;5/31/2019;Electronic;Business;4,366;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/05/31/historical-emporium-inc-sbn-to-consumers/#
Hannibal Industries Inc.;CA;5/31/2019;Electronic;Business;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/Hannibal%20Industries%20Inc%20AG%20Notice%20053119_0.pdf#
Jackson National Life Insurance (service provider Mediant Communications Inc.);MI;5/31/2019;Electronic;Banking/Credit/Financial;31,170;oag.ca.gov;#https://oag.ca.gov/system/files/CA%20Consumer%20Notice_Mediant_Sample_0.pdf#
Broome County;NY;5/31/2019;Electronic;Government/Military;7,048;www.gobroomecounty.com;#http://www.gobroomecounty.com/notice#
Talley Medical Surgical Eyecare Associates, PC;IN;5/24/2019;Electronic;Medical/Healthcare;106,000;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Illinois Department of Natural Resources;IL;5/29/2019;Electronic;Government/Military;Unknown;khqa.com;#https://khqa.com/news/state/data-breach-at-illinois-dnr-05-31-2019#
HP Restaurant Group OH 5/24/2019 Electronic Business 11,184;HP;5/24/2019;Electronic;Business;11,184;www.mass.gov;#https://www.mass.gov/files/documents/2019/05/31/15151.pdf#
Smooth-On, Inc. and Reynolds Advanced Materials;PA;5/21/2019;Electronic;Business;4,300;www.mass.gov;#https://www.mass.gov/files/documents/2019/05/21/15127_Redacted.pdf#
forbesmagazine.com;NJ;5/15/2019;Electronic;Business;Unknown;securityaffairs.co;#https://securityaffairs.co/wordpress/85613/hacking/magecart-forbes-subscription-site.html#
Acadia Montana Treatment Center;MT;5/17/2019;Electronic;Medical/Healthcare;14,794;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Aging, Disability & Transit Services of Rockingham County;NC;5/15/2019;Electronic;Medical/Healthcare;500;-;#http://www.adtsrc.org/documents/Security%20Breach%20Notice.pdf#
Communities Connected for Kids, Inc.;FL;5/14/2019;Electronic;Business;501;www.cckids.net;#http://www.cckids.net/wp-content/uploads/2019/05/Communities-Connected-for-Kids-Media-Notice-5-14-19.pdf#
Capistrano Unified School District (third- party Total Registration LLC);CA;5/30/2019;Electronic;Education;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/Total%20Registration%20Parent%20Letter%20LH%20%285%29_0.pdf#
People Inc.;NY;5/29/2019;Electronic;Business;Unknown;www.people-inc.org;#https://www.people-inc.org/news/2019/people_inc_provides_noti-2019-05-29-1778/index.html#
Jefferson City Public Schools;MO;5/29/2019;Electronic;Education;Unknown;www.jcschools.us;#https://www.jcschools.us/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=270&ViewID=6446EE88-D30
Checkers and Rally's;FL;5/29/2019;Electronic;Business;Unknown;www.checkers.com;#https://www.checkers.com/security-issue/#
Mediant Communications Inc.;NY;5/28/2019;Electronic;Business;204,812;oag.ca.gov;#https://oag.ca.gov/system/files/L01_Mediant_%20General_0.pdf#
Community Concepts;ME;5/6/2019;Electronic;Business;Unknown;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
Flipboard;CA;5/28/2019;Electronic;Business;Unknown;about.flipboard.com;#https://about.flipboard.com/support-information-incident-May-2019/#
Columbus Community Hospital (service provider OS Inc.);NE;5/28/2019;Electronic;Medical/Healthcare;Unknown;madison.com;#https://madison.com/wsj/news/local/health-med-fit/columbus-community-hospital-patient-information-may-have-been-
Centura Health (reported on 5/22/2019);CO;5/22/2019;Electronic;Medical/Healthcare;7,515;www.centura.org;#https://www.centura.org/news/notice-our-patients-regarding-cybersecurity-incident#
Memorial Hermann Health System;TX;5/13/2019;Electronic;Medical/Healthcare;604;www.memorialhermann.org;#http://www.memorialhermann.org/news/web-notice-to-memorial-hermann-patients-regarding-potential-impact-to-finan
Encompass Family and internal medicine group;CA;5/13/2019;Electronic;Medical/Healthcare;26,000;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Huggins Insurance;OR;5/24/2019;Electronic;Business;667;www.huggins.com;#http://www.huggins.com/sites/default/files/Huggins-SubstituteNotice.pdf#
National Wildlife Federation - Ranger Rick Zoobooks;VA;5/24/2019;Electronic;Business;47,343;oag.ca.gov;#https://oag.ca.gov/system/files/National%20Wildlife%20Federation%20-%20Notice%20of%20Data%20Event%20-%20Ex
Dawn Food Products, Inc.;MI;5/24/2019;Electronic;Business;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/CA%20Notice_5.pdf#
First American (Title) Financial Corp.;CA;5/24/2019;Electronic;Banking/Credit/Financial;Unknown;krebsonsecurity.com;#https://krebsonsecurity.com/2019/05/first-american-financial-corp-leaked-hundreds-of-millions-of-title-insurance-recor
Today's Vision;TX;5/21/2019;Paper Data;Medical/Healthcare;Unknown;www.hipaajournal.com;#https://www.hipaajournal.com/boxes-of-records-of-todays-vision-patients-and-employees-discovered-in-texas-dumpst
Professional Dental Alliance of Florida PLLC d/b/a All Smiles Dentistry;FL;5/13/2019;Electronic;Medical/Healthcare;1,505;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Redtail Technology Inc.;CA;5/21/2019;Electronic;Business;13,235;www.investmentnews.com;#https://www.investmentnews.com/article/20190521/FREE/190529989/redtail-crm-data-breach-exposes-personal-client-
RapidScale;CA;5/16/2019;Electronic;Business;Unknown;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/05/16/rapidscale-inc-notice-of-data-breach-to-consumers/#
T3 Micro Inc.;CA;5/20/2019;Electronic;Business;20,881;oag.ca.gov;#https://oag.ca.gov/system/files/CA%20-%20Notice%20of%20Data%20Event_0%20%28notification%29_0.pdf#
Town & Country Federal Credit Union;ME;4/1/2019;Electronic;Banking/Credit/Financial;2,030;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
Florida Hometown Title & Escrow;FL;5/4/2019;Electronic;Business;1,823;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
OnDeck;VA;5/8/2019;Electronic;Banking/Credit/Financial;Unknown;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
State Farm Mutual Automobile Insurance Company, its affiliates and subsidiaries (reported on 5/8/2019);IL;5/8/2019;Electronic;Business;Unknown;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
Automated Pet Care Products, Inc. (AutoPets);MI;5/8/2019;Electronic;Business;181;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
Lynette Arce;IL;5/14/2019;Electronic;Business;143;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
Akin Doherty Klein & Feuge, P.C.;TX;5/14/2019;Electronic;Business;4,007;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
Vista Autism Services;PA;5/15/2019;Electronic;Business;1,249;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
St. Francis College (reported on 5/16/2019);NY;5/16/2019;Electronic;Education;28,100;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
Aeroflow Inc.;NC;5/16/2019;Electronic;Medical/Healthcare;4,454;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
Spangler Candy Company;OH;5/9/2019;Electronic;Business;281;www.maine.gov;#https://www.maine.gov/ag/consumer/identity_theft/index.shtml#
Community Health Network (reported on 5/6/2019);IN;5/6/2019;Electronic;Medical/Healthcare;3,600;ecommunity.com;#https://www.ecommunity.com/notice-unauthorized-access-information?utm_source=ecomm_lift_promo&utm_mediu
Lanier Family & Cosmetic Dentistry, P.C.;GA;1/29/2019;Electronic;Medical/Healthcare;1,950;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Stack Overflow;NY;5/16/2019;Electronic;Business;Unknown;stackoverflow.blog;#https://stackoverflow.blog/2019/05/17/update-to-security-incident-may-17-2019/#
Kelsey Research Foundation;TX;5/3/2019;Electronic;Business;1,228;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Cancer Treatment Centers of America at Southeastern Regional Medical Center;GA;5/10/2019;Electronic;Medical/Healthcare;16,819;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/05/13/cancer-treatment-centers-of-america-notice-of-data-breach-to-consumers/#
Amsterdam Printing & Litho;NY;5/14/2019;Electronic;Business;1,835;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/05/14/amsterdam-printing-litho-notice-of-data-breach-to-consumers/#
Signet Investment Advisory Group;RI;5/14/2019;Electronic;Banking/Credit/Financial;285;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/05/17/signet-investment-advisory-group-notice-of-data-breach-to-consumers/#
Ifficient;CO;5/16/2019;Electronic;Business;Unknown;www.bleepingcomputer.com;#https://www.bleepingcomputer.com/news/security/unsecured-survey-database-exposes-info-of-8-million-people/#
BJ's Wholesale Club MA 5/2/2019 Electronic Business 71;BJ;5/2/2019;Electronic;Business;71;www.mass.gov;#https://www.mass.gov/files/documents/2019/05/16/15096.pdf#
Health Net of California and Health Net Life Insurance Company;CA;5/14/2019;Paper Data;Medical/Healthcare;2,404;oag.ca.gov;#https://oag.ca.gov/system/files/HNCA%20Notification%20Letter_0.pdf#
ProMedica;OH;5/15/2019;Paper Data;Medical/Healthcare;121;www.13abc.com;#https://www.13abc.com/content/news/Former-ProMedica-employee-suspected-of-stealing-identities-509977571.html#
Tufts Benefit Administrators, Inc. dba Tufts Health Plan;MA;5/1/2019;Electronic;Medical/Healthcare;4,913;www.mass.gov;#https://www.mass.gov/files/documents/2019/05/15/15038.pdf#
Father Bill's & MainSpring;MA;5/2/2019;Electronic;Business;1,446;www.mass.gov;#https://www.mass.gov/files/documents/2019/05/15/15043.pdf#
General Board of Higher Education and Ministry;TN;5/10/2019;Electronic;Business;922;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/05/10/general-board-of-higher-education-and-ministry-notice-of-data-breach-to-con
Midwest Medical Center (service provider OS Inc.);IL;5/3/2019;Electronic;Medical/Healthcare;8,010;www.galenagazette.com;#https://www.galenagazette.com/stories/midwest-medical-center-vendor-has-data-breach,43281#
Fort Healthcare (service provider OS WI 5/3/2019 Electronic Medical/Healthcare 19,000Inc.);OS;5/3/2019;Electronic;Medical/Healthcare;19,000;www.forthealthcare.com;#https://skqjm2qo294159sjl13cw0k1-wpengine.netdna-ssl.com/wp-content/uploads/2019/05/Website-information-data-e
Sparta Community Hospital (service provider OS Inc.);IL;5/3/2019;Electronic;Medical/Healthcare;Unknown;www.spartahospital.com;#https://www.spartahospital.com/wp-content/uploads/2019/05/Sparta-5-3-19-Substitute-Notice-on-Sparta27s-Website-R
Paterson Public Schools;NJ;5/13/2019;Electronic;Education;Unknown;www.databreaches.net;#https://www.databreaches.net/paterson-public-schools-hacked-but-when-and-where-are-the-data-now/#
Inspira Behavioral Care Corp.;US;5/2/2019;Electronic;Medical/Healthcare;4,246;www.insprapr.com;#https://www.inspirapr.com/patient-notice-letter#
Partners In Care;OR;4/26/2019;Electronic;Medical/Healthcare;3,048;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
United Seating and Mobility LLC dba Numotion;CT;5/9/2019;Paper Data;Medical/Healthcare;3,578;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Oregon Health Authority - Oregon State Hospital;OR;5/10/2019;Electronic;Medical/Healthcare;Unknown;www.databreaches.net;#https://www.databreaches.net/oregon-health-authority-provides-early-notification-to-oregon-state-hospital-patients-of-
Equitas Health;OH;5/14/2019;Electronic;Medical/Healthcare;569;equitashealth.com;#https://equitashealth.com/profile/substitute-notice/#
Conde Nast - WIRED;NY;5/9/2019;Electronic;Business;1,161;media.dojmt.gov;#https://media.dojmt.gov/wp-content/uploads/CON-INetCac.pdf#
DMB Sports Clubs Limited Partnership dba Village Health Clubs;AZ;5/9/2019;Electronic;Business;2,366;media.dojmt.gov;#https://media.dojmt.gov/wp-content/uploads/CON-DMB_MT-Notice.pdf#
Bed Bath & Beyond (reported on 5/3/2019);NJ;5/3/2019;Electronic;Business;346;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/05/08/bed-bath-beyond-inc-notice-of-data-breach-to-consumers/#
Pacers Sports & Entertainment;IN;5/10/2019;Electronic;Business;127;www.nba.com;#https://www.nba.com/pacers/notice-data-privacy-event#
Independent Health;NY;5/10/2019;Electronic;Medical/Healthcare;7,605;www.independenthealth.com;#https://www.independenthealth.com/AboutIndependentHealth/Newsroom/PressReleases/2019PressReleases/Mediasta
UMC Physicians (reported on 5/10/2019);TX;5/10/2019;Electronic;Medical/Healthcare;3,300;www.databreaches.net;#https://www.databreaches.net/tx-umc-physicians-notifies-patients-of-compromised-patient-data/#
Idaho Department of Health and Welfare (service provider OS Inc.);ID;5/9/2019;Electronic;Government/Military;2,060;healthandwelfare.idaho.gov;#https://healthandwelfare.idaho.gov/AboutUs/Newsroom/tabid/130/ctl/ArticleView/mid/3061/articleId/2032/DHW-learns-c
Retrieval-Masters Creditors Bureau, Inc dba American Medical Collection Agency (AMCA);NY;5/10/2019;Electronic;Business;Unknown;www.databreaches.net;#https://www.databreaches.net/american-medical-collection-agency-breach-impacted-200000-patients-gemini-advisory/
CHI LakeWood Health;MN;1/31/2019;Electronic;Medical/Healthcare;885;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Amerigroup Iowa, Inc. (reported on 3/29/2019);IA;3/29/2019;Paper Data;Medical/Healthcare;1,191;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Country Financial (reported on 5/7/2019);IL;5/7/2019;Paper Data;Business;1,301;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/05/07/country-financial-notice-of-data-breach-to-consumers/#
Medical Oncology Hematology Consultants P.A.;DE;4/26/2019;Electronic;Medical/Healthcare;8,591;www.cbg.org;#https://mohcde.com/uploads/MOHC_Website_Notice_FINAL_A.pdf#
Spectrum Health Lakeland (service provider OS Inc.);MI;5/9/2019;Electronic;Medical/Healthcare;1,100;www.databreaches.net;#https://www.databreaches.net/spectrum-health-lakeland-notifies-patients-after-billing-vendor-breach/#
Wyzant;IL;5/7/2019;Electronic;Business;Unknown;www.zdnet.com;#https://www.zdnet.com/article/wyzant-online-tutoring-platform-suffers-data-breach/#
Total Registration;CO;5/9/2019;Electronic;Business;Unknown;www.databreaches.net;#https://www.databreaches.net/vendor-used-by-schools-to-register-students-for-ap-and-psat-exams-left-personal-infor
Amazing Designs (Tacony Corporation);MO;4/30/2019;Electronic;Business;1,687;media.dojmt.gov;#https://media.dojmt.gov/wp-content/uploads/CON-Tacony-Corporation-Notice-of-Data-Event-MT.pdf#
Salt Life;CA;5/3/2019;Electronic;Business;14,267;media.dojmt.gov;#https://media.dojmt.gov/wp-content/uploads/CON-Delta-Apparel-Consumer-Notice-Template.pdf#
Simon Pearce Inc.;VT;5/7/2019;Electronic;Business;433;media.dojmt.gov;#https://media.dojmt.gov/wp-content/uploads/CON-Simon-Pearce-Notification-Template-c.pdf#
Bloodworks Northwest;WA;5/8/2019;Paper Data;Medical/Healthcare;1,893;www.bloodworksnw.org;#https://www.bloodworksnw.org/privacy-notice#
Collie Accountancy;CA;5/7/2019;Electronic;Business;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/Collie%20Accountancy%20AG%20Submission_0.pdf#
